Company,Exchange,Ticker,Industry,Year Founded,Locations,Number of Employees,S&P Credit Rating (FC LT),S&P Credit Rating (LC LT),Type,NOSH,Price ($USD),Total Enterprise Value ($USDmm),Total Revenue ($USDmm),Gross Profit ($USDmm),EBITDA ($USDmm),EBIT ($USDmm),Net Income ($USDmm),Cash And Equivalents ($USDmm),"Net Property, Plant & Equipment ($USDmm)",Total Assets ($USDmm),Total Debt ($USDmm),Total Equity ($USDmm),Basic EPS ($USD),EPS - Capital IQ ($USD),EPS - # of Estimates Y+1,EBITDA Estimate ($USDmm),EBITDA - # of Estimates Y+1,EBIT Estimate ($USDmm),EBIT - # of Estimates Y+1,Market Cap ($USDmm),TEV/Revenue,TEV/EBITDA,TEV/EBIT,P/E
National Fuel Gas Company ,NYSE,NFG,Utilities,1902,US/CA,2188,BBB-,BBB-,Public Company,91.5,74.21,9399.9,1742.7,1217.2,1106.2,746.9,494.8,31.5,6407.9,7464.8,2810.8,1786.2,5.42,6.93,4,1336.2,4,959.76,3,6790.214999999999,5.393871578584954,8.497468812149702,12.585218904806533,13.691881918819186
Knorr-Bremse Aktiengesellschaft ,XTRA,KBX,Industrials,1905,EU,30655,A,A,Public Company,161.2,48.49,9373.4,7720.6,3420.5,972.2,773.3,540.8,1569.7,1754.6,8187.4,1616.2,2758.5,3.35,3.51,8,1161.3,11,855.65,13,7816.588,1.2140766261689504,9.641431804155523,12.121298331824647,14.474626865671642
Adecco Group AG ,SWX,ADEN,Industrials,1957,EU,37979,BBB+,BBB+,Public Company,173.7,32.19,9351.8,23824.6,4925.6,1064.2,855.4,615.4,3469.8,760.8,13493.7,3957.7,4321.6,3.77,4.3,7,1048.7,9,846.77,11,5591.402999999999,0.39252705187075543,8.787633903401614,10.932663081599252,8.538461538461538
"Acadia Healthcare Company, Inc. ",NasdaqGS,ACHC,Health Care,2005,US/CA,19200,B+,B+,Public Company,90.8,85.23,9266.8,2314.4,1048.6,536.9,422.7,277.3,133.8,1904.9,4768.1,1649.2,2582.9,3.11,3.22,13,631.7,9,488.64,8,7738.884,4.003975112340131,17.25982492084187,21.922876744736218,27.405144694533764
"GXO Logistics, Inc. ",NYSE,GXO,Industrials,2021,US/CA,75000,BBB-,BBB-,Public Company,118.6,47.72,9252.3,7940.0,1389.0,631.0,317.0,216.0,333.0,2635.0,7271.0,2805.0,2390.0,1.88,2.88,14,777.7,14,421.41,12,5659.592,1.1652770780856423,14.662916006339143,29.18706624605678,25.382978723404257
"Hyundai Mobis Co.,Ltd ",KOSE,A012330,Consumer Discretionary,1977,APAC,10578,BBB+,BBB+,Public Company,91.0,159.16,9246.2,35009.7,4152.0,2036.1,1371.6,1832.0,3489.0,7966.8,43220.5,2947.6,29683.2,20.1,25.3,21,2460.0,20,1713.0,18,14483.56,0.2641039483343188,4.541132557340013,6.741178186060077,7.918407960199004
The GPT Group ,ASX,GPT,Real Estate,1971,APAC,500,A,A,Public Investment Firm,1915.6,2.95,9175.9,584.7,331.9,313.2,309.1,821.3,44.7,8721.4,12491.6,3825.9,8487.8,0.429,0.21899999999999997,6,544.8,7,542.28,13,5651.02,15.693347015563536,29.297254150702425,29.685862180524097,6.876456876456877
"Gray Television, Inc. ",NYSE,GTN,Communication Services,1891,US/CA,8801,B+,B+,Public Company,91.3,20.22,9093.6,2413.0,1057.0,954.0,669.0,173.0,189.0,1235.0,11108.0,6827.0,2407.0,1.28,4.81,5,1390.8,5,1017.57,5,1846.0859999999998,3.768586821384169,9.532075471698114,13.592825112107624,15.796874999999998
Kunlun Energy Company Limited ,SEHK,135,Utilities,1991,APAC,30655,A,A,Public Company,8658.8,0.879,9086.5,21809.5,3761.4,2189.9,1564.6,841.1,4485.4,10974.1,20870.5,3963.3,11941.7,0.09699999999999999,0.107,10,2346.0,12,1650.44,12,7611.0851999999995,0.4166303675004012,4.149276222658568,5.8075546465550305,9.061855670103094
Parkland Corporation ,TSX,PKI,Energy,1977,US/CA,4635,BB,BB,Public Company,156.2,26.06,9082.8,16964.2,2889.6,1051.2,677.0,208.1,224.4,3499.8,9126.9,4390.4,1842.8,1.35,2.63,4,1299.0,14,784.77,6,4070.5719999999997,0.5354098631235189,8.64041095890411,13.416248153618906,19.3037037037037
Stockland ,ASX,SGP,Real Estate,1952,APAC,1800,A-,A-,Public Investment Firm,2383.0,2.56,9082.5,1989.1,523.6,511.2,507.8,951.5,260.4,137.8,14065.0,3235.5,7138.6,0.39899999999999997,0.22399999999999998,9,653.7,9,641.02,9,6100.4800000000005,4.566135438137851,17.767018779342724,17.885978731784167,6.416040100250627
Silgan Holdings Inc. ,NYSE,SLGN,Materials,1987,US/CA,15720,BB+,BB+,Public Company,110.2,47.31,9052.6,5677.1,969.4,851.6,586.9,368.9,631.4,2226.2,7770.8,4034.7,1562.7,3.34,4.09,12,1007.9,11,727.68,12,5213.562000000001,1.5945817406774585,10.630108031939878,15.424433463963197,14.164670658682637
Axalta Coating Systems Ltd. ,NYSE,AXTA,Materials,1866,US/CA,12000,BB,BB,Public Company,220.5,25.94,9031.1,4416.2,1360.0,727.6,416.0,207.9,840.6,1290.4,7217.2,3938.0,1538.7,0.9209999999999999,1.91,16,916.7,14,670.15,11,5719.77,2.044993433268421,12.412177020340847,21.709375,28.165038002171556
Encompass Health Corporation ,NYSE,EHC,Health Care,1983,US/CA,29294,BB-,BB-,Public Company,99.8,51.26,9001.0,5121.6,2010.4,991.5,725.8,327.8,54.8,2843.6,6864.9,3538.2,2399.2,3.3,2.99,11,880.6,10,628.71,5,5115.748,1.7574586066854108,9.07816439737771,12.401488013226786,15.533333333333333
Levi Strauss & Co. ,NYSE,LEVI,Consumer Discretionary,1853,US/CA,16600,BB+,BB+,Public Company,396.7,18.93,8984.9,5763.9,3641.7,976.3,825.4,591.9,810.3,1606.3,5900.1,2241.4,1665.7,1.48,1.5,11,887.1,11,767.91,12,7509.531,1.5588230191363488,9.20301136945611,10.885510055730554,12.79054054054054
"Clean Harbors, Inc. ",NYSE,CLH,Industrials,1980,US/CA,18300,BB+,BB+,Public Company,54.1,122.34,8971.7,3805.6,1414.0,793.8,467.3,307.9,452.6,2005.9,5653.7,2800.5,1513.9,5.66,6.72,11,987.6,11,638.92,10,6618.594,2.3574994744586926,11.302217183169565,19.199015621656326,21.614840989399294
Murphy USA Inc. ,NYSE,MUSA,Consumer Discretionary,1996,US/CA,10430,BB+,BB+,Public Company,23.4,297.39,8968.7,15318.8,1269.3,1022.3,801.3,548.5,256.4,2797.6,4048.2,2242.1,807.2,22.1,16.1,3,820.4,5,579.12,5,6958.9259999999995,0.5854701412643288,8.77306074537807,11.192686883813804,13.456561085972849
Murphy Oil Corporation ,NYSE,MUR,Energy,1950,US/CA,696,BB,BB,Public Company,155.5,39.07,8959.5,2801.2,2879.1,1978.7,1173.3,514.1,521.2,9009.2,10304.9,3366.7,4320.8,3.32,8.44,13,2922.8,10,2302.96,6,6075.385,3.1984506640011428,4.527972911507556,7.636154436205574,11.768072289156628
Valeo SE ,ENXTPA,FR,Consumer Discretionary,1923,EU,104400,BB+,BB+,Public Company,240.2,19.06,8897.5,19631.5,3204.1,1021.3,580.2,38.7,2746.5,5643.1,21420.4,6709.9,5107.5,0.161,1.67,10,2551.9,14,804.93,12,4578.2119999999995,0.4532256832132033,8.711935768138646,15.33522923129955,118.38509316770185
Pentair plc ,NYSE,PNR,Industrials,1966,EU,11250,BBB-,BBB-,Public Company,164.5,48.79,8881.3,3764.8,1354.7,746.4,668.4,562.8,94.5,394.5,4753.6,982.3,2421.9,3.41,3.76,15,876.8,10,802.27,12,8025.955,2.359036336591585,11.898847802786708,13.287402752842608,14.307917888563049
Gold Fields Limited ,JSE,GFI,Materials,1887,AFME,6251,BBB-,BBB-,Public Company,891.2,8.83,8854.5,4195.2,1864.1,2375.4,1637.8,911.6,524.7,5079.1,7348.8,1493.6,4130.1,1.03,1.06,6,2393.6,4,1865.39,2,7869.296,2.11062643020595,3.7275827229098257,5.406337770179509,8.572815533980583
Gerdau S.A. ,BOVESPA,GGBR4,Materials,1901,LATAM,30000,BBB-,BBB-,Public Company,1694.0,4.82,8813.2,14061.3,4337.7,4434.6,4000.6,3122.3,746.7,3518.4,13248.1,2689.1,7684.5,1.83,0.907,7,2925.4,10,2466.74,8,8165.080000000001,0.6267699288117031,1.9873720290443333,2.202969554566815,2.6338797814207653
"Affiliated Managers Group, Inc. ",NYSE,AMG,Financials,1993,US/CA,4050,BBB+,BBB+,Public Investment Firm,38.2,135.78,8761.2,2412.4,1403.9,1005.8,945.2,562.2,908.5,73.9,8876.4,2668.6,4384.5,14.0,19.1,4,972.9,3,817.82,3,5186.796,3.6317360305090367,8.710678067210182,9.269149386373254,9.698571428571428
RBC Bearings Incorporated ,NasdaqGS,ROLL,Industrials,1919,US/CA,4892,BB,BB,Public Company,28.7,253.09,8758.8,942.9,449.1,299.7,213.7,78.5,182.9,431.3,4845.4,1785.0,2371.8,2.18,7.0,7,451.3,8,321.78,8,7263.683,9.289214126630608,29.225225225225223,40.98642957416939,116.09633027522935
Matador Resources Company ,NYSE,MTDR,Energy,2003,US/CA,286,B+,B+,Public Company,118.0,62.73,8724.3,1732.3,2159.4,1856.2,1459.6,1041.3,48.1,3886.2,4262.2,1563.0,2127.4,8.85,10.5,11,2197.7,9,1840.73,5,7402.139999999999,5.0362523812272695,4.700086197608016,5.977185530282269,7.088135593220339
Accor SA ,ENXTPA,AC,Consumer Discretionary,1967,EU,14466,BB+,BB+,Public Company,257.2,24.73,8720.3,2506.5,417.1,233.1,118.1,52.3,1894.7,623.2,12133.5,4043.0,5172.3,0.055999999999999994,0.755,16,680.0,16,421.35,18,6360.556,3.479074406542988,37.41012441012441,73.83827265029636,441.6071428571429
"MasTec, Inc. ",NYSE,MTZ,Industrials,1929,US/CA,30000,BBB-,BBB-,Public Company,73.9,85.26,8695.9,7951.8,1091.8,690.9,240.5,169.0,360.7,1652.6,7121.4,2285.9,2543.9,2.3,4.76,11,877.7,10,498.18,5,6300.714000000001,1.0935762971905731,12.586336662324504,36.15758835758836,37.06956521739131
Hilton Grand Vacations Inc. ,NYSE,HGV,Consumer Discretionary,1992,US/CA,13000,BB-,BB-,Public Company,117.7,44.0,8695.5,2133.0,1153.0,980.0,753.0,298.0,432.0,826.0,8008.0,4328.0,1988.0,2.54,3.4,3,1017.3,3,669.14,2,5178.8,4.076652601969058,8.87295918367347,11.547808764940239,17.322834645669293
"KBR, Inc. ",NYSE,KBR,Industrials,1998,US/CA,28000,BB,BB,Public Company,139.0,51.54,8639.3,7339.0,828.0,513.0,415.0,141.0,370.0,294.0,6199.0,2129.0,1701.0,1.01,2.7,10,676.7,9,456.38,4,7164.0599999999995,1.1771767270745332,16.84074074074074,20.81759036144578,51.02970297029703
"Orbia Advance Corporation, S.A.B. de C.V. ",BMV,ORBIA *,Materials,1953,LATAM,24076,BBB-,BBB-,Public Company,1915.1,2.05,8627.4,8782.9,2848.0,2178.8,1686.3,839.0,781.6,3396.9,10586.8,4345.9,3720.3,0.406,0.301,10,1727.6,13,1255.41,9,3925.9549999999995,0.9822951416957952,3.95970258858087,5.116171499733143,5.049261083743842
WEX Inc. ,NYSE,WEX,Information Technology,1983,US/CA,5600,BB-,BB-,Public Company,44.2,167.13,8611.1,1850.5,1503.7,694.7,498.0,193.5,588.9,259.0,10306.8,2967.7,2092.9,4.31,13.6,16,1018.3,9,649.98,9,7387.146000000001,4.653390975412051,12.395422484525694,17.29136546184739,38.77726218097448
"Qurate Retail, Inc. ",NasdaqGS,QRTE.A,Consumer Discretionary,1991,US/CA,26745,BB-,BB-,Public Company,382.1,3.29,8601.4,14044.0,4358.0,1596.0,1052.0,116.0,587.0,1428.0,16249.0,8774.0,3030.0,0.299,0.494,3,1510.3,3,925.23,2,1257.1090000000002,0.6124608373682712,5.389348370927318,8.176235741444867,11.003344481605351
Wendel ,ENXTPA,MF,Financials,1704,EU,90266,BBB,BBB,Public Investment Firm,43.4,82.47,8589.3,8533.9,866.0,1248.2,890.5,1458.9,2538.2,1729.1,16130.0,6749.6,4763.9,33.5,12.1,2,1213.1,2,973.03,3,3579.198,1.006491756406801,6.881349142765582,9.645480067377877,2.4617910447761195
CACI International Inc ,NYSE,CACI,Industrials,1962,US/CA,22000,BB+,BB+,Public Company,23.4,281.04,8581.6,6202.9,2151.7,631.0,496.3,366.8,114.8,523.0,6629.4,2115.3,3053.5,15.6,18.2,12,697.1,13,545.87,10,6576.336,1.3834819197472152,13.600000000000001,17.29115454362281,18.01538461538462
"DT Midstream, Inc. ",NYSE,DTM,Energy,2021,US/CA,280,BB+,BB+,Public Company,96.7,58.73,8581.2,840.0,668.0,622.0,454.0,333.0,132.0,3526.0,8166.0,3083.0,4021.0,3.44,3.81,3,824.4,7,578.2,2,5679.191,10.215714285714286,13.79614147909968,18.901321585903084,17.07267441860465
"ONE Gas, Inc. ",NYSE,OGS,Utilities,1906,US/CA,3600,A-,A-,Public Company,54.1,81.52,8579.9,1808.6,611.7,543.0,326.8,211.8,8.85,5221.7,8402.1,4208.6,2349.5,3.93,4.26,7,608.9,5,367.49,6,4410.232,4.7439455932765675,15.800920810313075,26.254283965728273,20.74300254452926
"Becle, S.A.B. de C.V. ",BMV,CUERVO *,Consumer Staples,1758,LATAM,8694,BBB,BBB,Public Company,3591.2,2.22,8543.6,1922.9,1154.6,431.5,402.7,280.4,623.9,693.9,4660.4,1035.4,2850.8,0.078,0.095,5,543.4,4,495.69,4,7972.464,4.443080763430236,19.799768250289688,21.21579339458654,28.461538461538463
"Autoliv, Inc. ",NYSE,ALV,Consumer Discretionary,1953,EU,58489,BBB,BBB,Public Company,87.0,81.67,8535.8,8230.0,1283.0,827.0,446.0,336.0,969.0,1987.0,7537.0,2140.0,2648.0,3.84,6.42,17,1215.0,15,829.9,21,7105.29,1.037156743620899,10.321402660217654,19.138565022421524,21.268229166666668
"Toll Brothers, Inc. ",NYSE,TOL,Consumer Discretionary,1967,US/CA,5100,BB+,BB+,Public Company,115.0,48.05,8532.9,8790.4,2241.8,1361.0,1282.1,1020.3,1638.5,406.7,11537.9,3679.3,5340.5,8.57,10.1,13,1895.4,7,1357.22,7,5525.75,0.9707066800145613,6.269581190301249,6.655409094454411,5.606767794632439
Meridian Energy Limited ,NZSE,MEL,Utilities,1998,APAC,941,BBB+,BBB+,Public Company,2577.6,3.11,8531.5,2304.6,441.2,519.0,349.1,413.2,225.9,4873.0,5830.8,749.3,3437.3,0.161,0.071,4,462.1,5,284.9,5,8016.335999999999,3.7019439382105355,16.4383429672447,24.438556287596676,19.316770186335404
"H&R Block, Inc. ",NYSE,HRB,Consumer Discretionary,1955,US/CA,3800,BBB,BBB,Public Company,159.9,46.83,8530.6,3463.3,1582.0,887.1,744.9,553.7,885.0,551.7,3269.2,1925.3,211.6,3.27,3.75,5,923.8,5,783.84,3,7488.117,2.4631420899142435,9.616277758989968,11.452006980802793,14.321100917431192
The Chemours Company ,NYSE,CC,Materials,2014,US/CA,6400,BB,BB,Public Company,155.1,37.3,8449.7,6345.0,1802.0,1320.0,1020.0,881.0,1451.0,3381.0,7550.0,3987.0,1082.0,5.47,5.7,12,1562.7,9,1248.97,7,5785.23,1.3317100078802209,6.40128787878788,8.284019607843138,6.819012797074954
"Shanghai Construction Group Co., Ltd. ",SHSE,600170,Industrials,1998,APAC,51369,BBB,BBB,Public Company,8885.9,0.396,8433.2,44242.6,3878.3,1187.4,781.3,544.1,13247.0,1932.2,55688.4,12774.0,8117.5,0.061,0.07,3,1683.0,2,816.58,3,3518.8164,0.1906126674291294,7.102240188647465,10.793805196467428,6.491803278688525
Arkema S.A. ,ENXTPA,AKE,Materials,2003,EU,19825,BBB+,BBB+,Public Company,73.9,85.15,8428.4,10825.7,2811.0,2209.9,1677.8,1138.4,2598.7,3447.1,13989.5,3141.1,7221.7,15.1,13.0,14,1860.8,16,1285.12,17,6292.585000000001,0.7785547354905455,3.8139282320466985,5.023483132673739,5.63907284768212
SL Green Realty Corp. ,NYSE,SLG,Real Estate,1997,US/CA,931,BBB-,BBB-,Public Investment Firm,64.3,46.38,8413.0,766.0,403.3,320.0,137.1,322.6,251.4,5754.7,11066.6,5001.2,5318.6,4.64,0.892,5,336.6,5,149.99,4,2982.234,10.983028720626631,26.290625,61.36396790663749,9.995689655172415
Red Star Macalline Group Corporation Ltd. ,SEHK,1528,Real Estate,1992,APAC,21514,B+,B+,Public Company,4354.3,0.371,8386.4,2442.0,1506.6,756.2,729.1,319.1,1086.8,16090.9,21280.7,7036.6,9056.3,0.077,0.06,2,973.9,5,605.3,6,1615.4453,3.4342342342342342,11.090187781010314,11.502400219448635,4.818181818181818
Keyera Corp. ,TSX,KEY,Energy,2003,US/CA,1005,BBB-,BBB-,Public Company,221.0,25.11,8377.8,3939.1,936.7,827.6,674.1,346.7,12.6,5380.6,6424.6,2922.0,2100.1,1.57,1.85,7,768.1,13,657.24,3,5549.3099999999995,2.126831002005534,10.123006283228612,12.428126390743211,15.993630573248407
"PNM Resources, Inc. ",NYSE,PNM,Utilities,1882,US/CA,1646,BBB,BBB,Public Company,85.8,47.86,8359.9,1779.9,961.2,671.8,339.9,155.9,1.1,6758.9,8666.9,3866.7,2234.5,1.81,2.49,6,740.8,5,404.89,5,4106.388,4.696836900949491,12.444030961595713,24.595175051485732,26.441988950276244
Portland General Electric Company ,NYSE,POR,Utilities,1889,US/CA,2839,BBB+,BBB+,Public Company,89.2,53.65,8300.9,2396.0,1300.0,803.0,401.0,240.0,52.0,7682.0,9494.0,3604.0,2707.0,2.69,2.73,9,883.8,7,436.87,8,4785.58,3.464482470784641,10.337359900373599,20.700498753117206,19.944237918215613
"PDC Energy, Inc. ",NasdaqGS,PDCE,Energy,1969,US/CA,535,BB,BB,Public Company,96.3,68.49,8296.4,2392.2,2905.0,2073.3,1392.5,1248.8,33.8,4822.5,5336.7,955.6,2910.2,12.9,17.1,11,2972.1,12,2359.8,3,6595.5869999999995,3.468104673522281,4.001543433174167,5.957917414721723,5.3093023255813945
"AptarGroup, Inc. ",NYSE,ATR,Materials,1992,US/CA,13000,BBB-,BBB-,Public Company,65.3,108.97,8277.6,3227.2,1174.4,619.1,382.3,230.9,122.9,1338.3,4141.4,1260.0,1984.6,3.52,4.11,9,658.0,10,420.47,10,7115.741,2.5649479424888453,13.370376352770151,21.652105676170546,30.957386363636363
Ritchie Bros. Auctioneers Incorporated ,NYSE,RBA,Industrials,1958,US/CA,2700,BB+,BB+,Public Company,110.8,70.77,8260.3,1417.0,901.9,353.5,296.8,294.4,326.1,558.7,3592.9,1888.5,1071.1,2.66,2.28,8,452.0,8,348.42,5,7841.316,5.829428369795342,23.367185289957565,27.831199460916437,26.605263157894733
Sharp Corporation ,TSE,6753,Consumer Discretionary,1912,APAC,47941,BB-,BB-,Public Company,649.3,7.46,8165.4,20551.0,3077.1,1066.9,533.3,669.6,2366.4,3444.3,16109.9,5159.8,3864.4,1.09,0.324,9,1090.2,9,431.72,10,4843.777999999999,0.39732373120529413,7.653388321304714,15.311081942621415,6.844036697247706
The Lottery Corporation Limited ,ASX,TLC,Consumer Discretionary,1881,APAC,3000,BBB+,BBB+,Public Company,2225.8,3.06,8157.7,2259.4,2193.1,401.0,377.8,238.8,217.9,107.5,2905.7,1713.0,167.3,0.107,0.109,10,501.3,10,426.38,11,6810.948,3.610560325750199,20.343391521197006,21.5926416093171,28.598130841121495
Ingredion Incorporated ,NYSE,INGR,Consumer Staples,1906,US/CA,12000,BBB,BBB,Public Company,65.5,91.2,8129.5,6894.0,1382.0,917.0,702.0,457.0,328.0,2423.0,6999.0,2247.0,3189.0,6.85,7.19,6,996.4,5,771.0,5,5973.6,1.1792138091093705,8.865321701199564,11.58048433048433,13.313868613138688
NHPC Limited ,BSE,533098,Utilities,1975,APAC,5092,BBB-,BBB-,Public Company,10045.0,0.445,8126.2,1210.8,1039.9,657.2,520.3,462.6,173.2,5842.6,10183.8,3704.5,4978.8,0.046,0.047,2,793.9,2,540.57,1,4470.025,6.711430459200528,12.364881314668288,15.61829713626754,9.673913043478262
Indutrade AB (publ) ,OM,INDT,Industrials,1919,EU,8397,BBB-,BBB-,Public Company,364.3,20.5,8097.9,2401.5,825.1,369.6,312.6,232.6,161.5,374.4,2433.1,729.8,1139.4,0.639,0.6759999999999999,3,441.5,3,327.27,3,7468.150000000001,3.3720174890693313,21.909902597402596,25.904990403071015,32.081377151799686
Brunswick Corporation ,NYSE,BC,Consumer Discretionary,1845,US/CA,18582,BBB-,BBB-,Public Company,74.4,82.1,8090.1,5846.2,1841.0,1080.8,881.2,616.1,354.5,1139.7,5425.0,1917.7,1914.2,8.01,10.8,16,1316.4,15,1125.39,16,6108.24,1.3838219698265541,7.485288675055515,9.18077621425329,10.249687890137327
Spire Inc. ,NYSE,SR,Utilities,1857,US/CA,3710,A-,A-,Public Company,52.5,74.46,8082.9,2235.5,829.5,623.6,389.7,218.0,4.3,5587.2,9356.4,3727.1,2658.2,3.92,3.88,9,608.1,6,396.87,7,3909.1499999999996,3.6157011854171324,12.961674150096215,20.741339491916857,18.99489795918367
"Trinity Industries, Inc. ",NYSE,TRN,Industrials,1933,US/CA,5845,BB+,BB+,Public Company,82.0,27.04,8081.3,1516.0,344.3,435.4,165.3,169.0,163.9,432.1,8235.9,5297.9,1296.8,1.89,1.78,5,712.3,4,425.5,4,2217.2799999999997,5.330672823218998,18.560633899862196,48.8886872353297,14.306878306878307
Hellenic Telecommunications Organization S.A. ,ATSE,HTO,Communication Services,1949,EU,11227,BBB,BBB,Public Company,441.8,17.05,8066.9,3830.7,2228.9,1217.5,758.3,597.7,717.3,2666.9,5933.1,1605.7,2242.9,1.34,1.29,6,1411.4,8,767.37,8,7532.6900000000005,2.1058553267026916,6.625790554414784,10.638137940129237,12.723880597014926
"AEON Mall Co., Ltd. ",TSE,8905,Real Estate,1911,APAC,3756,BBB,BBB,Public Company,227.6,12.41,8040.0,2748.3,547.1,822.2,314.9,129.3,756.0,10333.9,12693.7,6705.9,3703.6,0.568,0.713,6,918.1,6,385.91,6,2824.516,2.9254448204344503,9.778642666018,25.531914893617024,21.848591549295776
"Hikari Tsushin, Inc. ",TSE,9435,Consumer Discretionary,1988,APAC,5310,BBB,BBB,Public Company,44.8,129.77,8035.2,4762.0,2180.6,635.5,511.9,694.9,2785.5,312.5,11944.4,5044.9,4101.7,15.4,10.6,3,701.3,1,582.43,4,5813.696,1.6873582528349433,12.64390243902439,15.696815784332879,8.426623376623377
"Tempur Sealy International, Inc. ",NYSE,TPX,Consumer Discretionary,1846,US/CA,12000,BB+,BB+,Public Company,172.2,27.1,8006.8,4930.8,2200.9,927.7,806.7,574.5,300.7,1064.1,4323.4,2860.2,295.0,3.09,2.76,10,941.9,9,755.76,8,4666.62,1.6238338606311349,8.630807373073191,9.925374984504773,8.77022653721683
"Zhejiang Expressway Co., Ltd. ",SEHK,576,Industrials,1997,APAC,8957,A,A,Public Company,4343.1,0.761,7999.5,2560.0,918.2,1354.7,890.4,572.5,2700.3,895.1,27751.9,12634.9,6992.9,0.132,0.128,4,1549.2,4,1072.77,3,3305.0991000000004,3.1248046875,5.904997416402155,8.984164420485175,5.765151515151515
"Wyndham Hotels & Resorts, Inc. ",NYSE,WH,Consumer Discretionary,2017,US/CA,8000,BB+,BB+,Public Company,90.3,69.8,7982.7,1245.0,956.0,612.0,524.0,349.0,171.0,68.0,4269.0,2121.0,1089.0,3.77,3.49,10,608.0,8,492.06,8,6302.94,6.411807228915663,13.043627450980392,15.234160305343512,18.514588859416445
VAT Group AG ,SWX,VACN,Industrials,1965,EU,2897,BB+,BB+,Public Company,30.0,259.89,7977.0,988.5,671.4,2260.8079310344833,1768.2293103448292,280.7,139.5,173.9,1168.1,227.0,695.9,9.36,10.2,11,2442.8093103448273,11,1782.962068965516,9,7796.7,8.06980273141123,3.5283846497963873,4.5112927114890855,27.766025641025642
Reynolds Consumer Products Inc. ,NasdaqGS,REYN,Consumer Staples,1947,US/CA,5600,BB+,BB+,Public Company,209.9,28.12,7953.3,3556.0,763.0,529.0,416.0,274.0,164.0,732.0,4812.0,2169.0,1756.0,1.31,1.5,9,622.6,7,496.07,7,5902.388,2.236586051743532,15.034593572778828,19.118509615384617,21.46564885496183
"Telephone and Data Systems, Inc. ",NYSE,TDS,Communication Services,1968,US/CA,8800,BB,BB,Public Company,113.9,17.26,7949.8,5329.0,2884.0,1174.0,280.0,166.0,367.0,5401.0,13493.0,4035.0,6745.0,0.878,0.141,2,1165.2,4,158.59,3,1965.9140000000002,1.4917995871645713,6.771550255536627,28.392142857142858,19.65831435079727
Rexel S.A. ,ENXTPA,RXL,Industrials,1967,EU,26294,BB+,BB+,Public Company,305.7,16.12,7945.1,16706.7,4606.9,1311.8,1247.1,821.9,652.2,1500.1,13139.7,3743.5,5187.0,2.71,2.44,6,1472.2,8,1158.35,5,4927.884,0.4755636960022027,6.056639731666413,6.370860396118997,5.948339483394834
Auckland International Airport Limited ,NZSE,AIA,Industrials,1966,APAC,476,A-,A-,Public Company,1472.7,4.77,7941.0,181.4,108.7,94.0,23.6,119.2,15.4,4347.8,6318.7,929.3,5072.8,0.081,0.046,9,223.6,6,133.24,8,7024.7789999999995,43.77618522601984,84.47872340425532,336.4830508474576,58.88888888888888
Pirelli & C. S.p.A. ,BIT,PIRC,Consumer Discretionary,1872,EU,31247,BBB-,BBB-,Public Company,1000.0,3.86,7937.9,6362.1,4460.1,1212.1,775.0,419.3,2143.4,3740.4,15788.9,6019.0,5734.8,0.419,0.573,7,1397.0,8,950.25,9,3860.0,1.2476855126451956,6.548882105436845,10.242451612903226,9.212410501193318
Enel Chile S.A. ,SNSE,ENELCHILE,Utilities,2016,LATAM,2226,BBB,BBB,Public Company,69166.6,0.031,7934.3,3321.2,728.8,416.2,202.3,75.9,363.8,7360.9,11150.6,4940.7,3927.8,0.001,0.006,4,922.7,8,654.31,5,2144.1646,2.388985908707696,19.063671311869296,39.220464656450815,31.0
The Wendy's Company ,NasdaqGS,WEN,Consumer Discretionary,1969,US/CA,9667,B+,B+,Public Company,212.8,20.2,7915.5,1507.5,716.8,445.6,315.7,178.9,249.4,1963.8,5101.4,3856.4,436.4,0.823,0.909,27,514.3,23,375.06,22,4298.56,5.250746268656717,17.763689407540394,25.072853975293,24.544349939246658
Shenzhen Expressway Corporation Limited ,SEHK,548,Industrials,1996,APAC,7105,BBB,BBB,Public Company,2180.8,0.919,7910.3,1711.4,530.6,737.8,413.5,335.3,660.6,1235.7,9541.5,3968.8,4371.7,0.154,0.18100000000000002,2,896.4,1,463.99,1,2004.1552000000001,4.622122239102489,10.721469232854433,19.130108827085852,5.967532467532468
"Asbury Automotive Group, Inc. ",NYSE,ABG,Consumer Discretionary,1996,US/CA,14200,BB+,BB+,Public Company,22.1,188.66,7903.0,9837.7,2617.0,1151.4,1092.9,726.6,178.9,2251.0,8002.6,4567.6,2115.5,33.9,34.9,7,1238.4,5,1214.95,4,4169.386,0.803338178639316,6.863817960743442,7.2312196907310815,5.565191740412979
